,word,sentiment
17931,meticulous,positive
17932,meticulously,positive
17933,midget,negative
17934,miff,negative
17935,mightily,positive
17936,mighty,positive
17937,militancy,negative
17938,mind-blowing,positive
17939,mindless,negative
17940,mindlessly,negative
17941,miracle,positive
17942,miracles,positive
17943,miraculous,positive
17944,miraculously,positive
17945,miraculousness,positive
17946,mirage,negative
17947,mire,negative
17948,misalign,negative
17949,misaligned,negative
17950,misaligns,negative
17951,misapprehend,negative
17952,misbecome,negative
17953,misbecoming,negative
17954,misbegotten,negative
17955,misbehave,negative
17956,misbehavior,negative
17957,miscalculate,negative
17958,miscalculation,negative
17959,miscellaneous,negative
17960,mischief,negative
17961,mischievous,negative
17962,mischievously,negative
17963,misconception,negative
17964,misconceptions,negative
17965,miscreant,negative
17966,miscreants,negative
17967,misdirection,negative
17968,miser,negative
17969,miserable,negative
17970,miserableness,negative
17971,miserably,negative
17972,miseries,negative
17973,miserly,negative
17974,misery,negative
17975,misfit,negative
17976,misfortune,negative
17977,misgiving,negative
17978,misgivings,negative
17979,misguidance,negative
17980,misguide,negative
17981,misguided,negative
17982,mishandle,negative
17983,mishap,negative
17984,misinform,negative
17985,misinformed,negative
17986,misinterpret,negative
17987,misjudge,negative
17988,misjudgment,negative
17989,mislead,negative
17990,misleading,negative
17991,misleadingly,negative
17992,mislike,negative
17993,mismanage,negative
17994,mispronounce,negative
17995,mispronounced,negative
17996,mispronounces,negative
17997,misread,negative
17998,misreading,negative
17999,misrepresent,negative
18000,misrepresentation,negative
18001,miss,negative
18002,missed,negative
18003,misses,negative
18004,misstatement,negative
18005,mist,negative
18006,mistake,negative
18007,mistaken,negative
18008,mistakenly,negative
18009,mistakes,negative
18010,mistified,negative
18011,mistress,negative
18012,mistrust,negative
18013,mistrustful,negative
18014,mistrustfully,negative
18015,mists,negative
18016,misunderstand,negative
18017,misunderstanding,negative
18018,misunderstandings,negative
18019,misunderstood,negative
18020,misuse,negative
18021,moan,negative
18022,mobster,negative
18023,mock,negative
18024,mocked,negative
18025,mockeries,negative
18026,mockery,negative
18027,mocking,negative
18028,mockingly,negative
18029,mocks,negative
18030,modern,positive
18031,modest,positive
18032,modesty,positive
18033,molest,negative
18034,molestation,negative
18035,momentous,positive
18036,monotonous,negative
18037,monotony,negative
18038,monster,negative
18039,monstrosities,negative
18040,monstrosity,negative
18041,monstrous,negative
18042,monstrously,negative
18043,monumental,positive
18044,monumentally,positive
18045,moody,negative
18046,moot,negative
18047,mope,negative
18048,morality,positive
18049,morbid,negative
18050,morbidly,negative
18051,mordant,negative
18052,mordantly,negative
18053,moribund,negative
18054,moron,negative
18055,moronic,negative
18056,morons,negative
18057,mortification,negative
18058,mortified,negative
18059,mortify,negative
18060,mortifying,negative
18061,motionless,negative
18062,motivated,positive
18063,motley,negative
18064,mourn,negative
18065,mourner,negative
18066,mournful,negative
18067,mournfully,negative
18068,muddle,negative
18069,muddy,negative
18070,mudslinger,negative
18071,mudslinging,negative
18072,mulish,negative
18073,multi-polarization,negative
18074,multi-purpose,positive
18075,mundane,negative
18076,murder,negative
18077,murderer,negative
18078,murderous,negative
18079,murderously,negative
18080,murky,negative
18081,muscle-flexing,negative
18082,mushy,negative
18083,musty,negative
18084,mysterious,negative
18085,mysteriously,negative
18086,mystery,negative
18087,mystify,negative
18088,myth,negative
18089,nag,negative
18090,nagging,negative
18091,naive,negative
18092,naively,negative
18093,narrower,negative
18094,nastily,negative
18095,nastiness,negative
18096,nasty,negative
18097,naughty,negative
18098,nauseate,negative
18099,nauseates,negative
18100,nauseating,negative
18101,nauseatingly,negative
18102,navigable,positive
18103,neat,positive
18104,neatest,positive
18105,neatly,positive
18106,nebulous,negative
18107,nebulously,negative
18108,needless,negative
18109,needlessly,negative
18110,needy,negative
18111,nefarious,negative
18112,nefariously,negative
18113,negate,negative
18114,negation,negative
18115,negative,negative
18116,negatives,negative
18117,negativity,negative
18118,neglect,negative
18119,neglected,negative
18120,negligence,negative
18121,negligent,negative
18122,nemesis,negative
18123,nepotism,negative
18124,nervous,negative
18125,nervously,negative
18126,nervousness,negative
18127,nettle,negative
18128,nettlesome,negative
18129,neurotic,negative
18130,neurotically,negative
18131,nice,positive
18132,nicely,positive
18133,nicer,positive
18134,nicest,positive
18135,nifty,positive
18136,niggle,negative
18137,niggles,negative
18138,nightmare,negative
18139,nightmarish,negative
18140,nightmarishly,negative
18141,nimble,positive
18142,nitpick,negative
18143,nitpicking,negative
18144,noble,positive
18145,nobly,positive
18146,noise,negative
18147,noiseless,positive
18148,noises,negative
18149,noisier,negative
18150,noisy,negative
18151,non-confidence,negative
18152,non-violence,positive
18153,non-violent,positive
18154,nonexistent,negative
18155,nonresponsive,negative
18156,nonsense,negative
18157,nosey,negative
18158,notably,positive
18159,noteworthy,positive
18160,notoriety,negative
18161,notorious,negative
18162,notoriously,negative
18163,nourish,positive
18164,nourishing,positive
18165,nourishment,positive
18166,novelty,positive
18167,noxious,negative
18168,nuisance,negative
18169,numb,negative
18170,nurturing,positive
18171,oasis,positive
18172,obese,negative
18173,object,negative
18174,objection,negative
18175,objectionable,negative
18176,objections,negative
18177,oblique,negative
18178,obliterate,negative
18179,obliterated,negative
18180,oblivious,negative
18181,obnoxious,negative
18182,obnoxiously,negative
18183,obscene,negative
18184,obscenely,negative
18185,obscenity,negative
18186,obscure,negative
18187,obscured,negative
18188,obscures,negative
18189,obscurity,negative
18190,obsess,negative
18191,obsession,positive
18192,obsessions,positive
18193,obsessive,negative
18194,obsessively,negative
18195,obsessiveness,negative
18196,obsolete,negative
18197,obstacle,negative
18198,obstinate,negative
18199,obstinately,negative
18200,obstruct,negative
18201,obstructed,negative
18202,obstructing,negative
18203,obstruction,negative
18204,obstructs,negative
18205,obtainable,positive
18206,obtrusive,negative
18207,obtuse,negative
18208,occlude,negative
18209,occluded,negative
18210,occludes,negative
18211,occluding,negative
18212,odd,negative
18213,odder,negative
18214,oddest,negative
18215,oddities,negative
18216,oddity,negative
18217,oddly,negative
18218,odor,negative
18219,offence,negative
18220,offend,negative
18221,offender,negative
18222,offending,negative
18223,offenses,negative
18224,offensive,negative
18225,offensively,negative
18226,offensiveness,negative
18227,officious,negative
18228,ominous,negative
18229,ominously,negative
18230,omission,negative
18231,omit,negative
18232,one-sided,negative
18233,onerous,negative
18234,onerously,negative
18235,onslaught,negative
18236,openly,positive
18237,openness,positive
18238,opinionated,negative
18239,opponent,negative
18240,opportunistic,negative
18241,oppose,negative
18242,opposition,negative
18243,oppositions,negative
18244,oppress,negative
18245,oppression,negative
18246,oppressive,negative
18247,oppressively,negative
18248,oppressiveness,negative
18249,oppressors,negative
18250,optimal,positive
18251,optimism,positive
18252,optimistic,positive
18253,opulent,positive
18254,ordeal,negative
18255,orderly,positive
18256,originality,positive
18257,orphan,negative
18258,ostracize,negative
18259,outbreak,negative
18260,outburst,negative
18261,outbursts,negative
18262,outcast,negative
18263,outcry,negative
18264,outdo,positive
18265,outdone,positive
18266,outlaw,negative
18267,outmoded,negative
18268,outperform,positive
18269,outperformed,positive
18270,outperforming,positive
18271,outperforms,positive
18272,outrage,negative
18273,outraged,negative
18274,outrageous,negative
18275,outrageously,negative
18276,outrageousness,negative
18277,outrages,negative
18278,outshine,positive
18279,outshone,positive
18280,outsider,negative
18281,outsmart,positive
18282,outstanding,positive
18283,outstandingly,positive
18284,outstrip,positive
18285,outwit,positive
18286,ovation,positive
18287,over-acted,negative
18288,over-awe,negative
18289,over-balanced,negative
18290,over-hyped,negative
18291,over-priced,negative
18292,over-valuation,negative
18293,overact,negative
18294,overacted,negative
18295,overawe,negative
18296,overbalance,negative
18297,overbalanced,negative
18298,overbearing,negative
18299,overbearingly,negative
18300,overblown,negative
18301,overdo,negative
18302,overdone,negative
18303,overdue,negative
18304,overemphasize,negative
18305,overheat,negative
18306,overjoyed,positive
18307,overkill,negative
18308,overloaded,negative
18309,overlook,negative
18310,overpaid,negative
18311,overpayed,negative
18312,overplay,negative
18313,overpower,negative
18314,overpriced,negative
18315,overrated,negative
18316,overreach,negative
18317,overrun,negative
18318,overshadow,negative
18319,oversight,negative
18320,oversights,negative
18321,oversimplification,negative
18322,oversimplified,negative
18323,oversimplify,negative
18324,oversize,negative
18325,overstate,negative
18326,overstated,negative
18327,overstatement,negative
18328,overstatements,negative
18329,overstates,negative
18330,overtake,positive
18331,overtaken,positive
18332,overtakes,positive
18333,overtaking,positive
18334,overtaxed,negative
18335,overthrow,negative
18336,overthrows,negative
18337,overtook,positive
18338,overture,positive
18339,overturn,negative
18340,overweight,negative
18341,overwhelm,negative
18342,overwhelmed,negative
18343,overwhelming,negative
18344,overwhelmingly,negative
18345,overwhelms,negative
18346,overzealous,negative
18347,overzealously,negative
18348,overzelous,negative
18349,pain,negative
18350,pain-free,positive
18351,painful,negative
18352,painfull,negative
18353,painfully,negative
18354,painless,positive
18355,painlessly,positive
18356,pains,negative
18357,palatial,positive
18358,pale,negative
18359,pales,negative
18360,paltry,negative
18361,pamper,positive
18362,pampered,positive
18363,pamperedly,positive
18364,pamperedness,positive
18365,pampers,positive
18366,pan,negative
18367,pandemonium,negative
18368,pander,negative
18369,pandering,negative
18370,panders,negative
18371,panic,negative
18372,panick,negative
18373,panicked,negative
18374,panicking,negative
18375,panicky,negative
18376,panoramic,positive
18377,paradise,positive
18378,paradoxical,negative
18379,paradoxically,negative
18380,paralize,negative
18381,paralyzed,negative
18382,paramount,positive
18383,paranoia,negative
18384,paranoid,negative
18385,parasite,negative
18386,pardon,positive
18387,pariah,negative
18388,parody,negative
18389,partiality,negative
18390,partisan,negative
18391,partisans,negative
18392,passe,negative
18393,passion,positive
18394,passionate,positive
18395,passionately,positive
18396,passive,negative
18397,passiveness,negative
18398,pathetic,negative
18399,pathetically,negative
18400,patience,positive
18401,patient,positive
18402,patiently,positive
18403,patriot,positive
18404,patriotic,positive
18405,patronize,negative
18406,paucity,negative
18407,pauper,negative
18408,paupers,negative
18409,payback,negative
18410,peace,positive
18411,peaceable,positive
18412,peaceful,positive
18413,peacefully,positive
18414,peacekeepers,positive
18415,peach,positive
18416,peculiar,negative
18417,peculiarly,negative
18418,pedantic,negative
18419,peeled,negative
18420,peerless,positive
18421,peeve,negative
18422,peeved,negative
18423,peevish,negative
18424,peevishly,negative
18425,penalize,negative
18426,penalty,negative
18427,pep,positive
18428,pepped,positive
18429,pepping,positive
18430,peppy,positive
18431,peps,positive
18432,perfect,positive
18433,perfection,positive
18434,perfectly,positive
18435,perfidious,negative
18436,perfidity,negative
18437,perfunctory,negative
18438,peril,negative
18439,perilous,negative
18440,perilously,negative
18441,perish,negative
18442,permissible,positive
18443,pernicious,negative
18444,perplex,negative
18445,perplexed,negative
18446,perplexing,negative
18447,perplexity,negative
18448,persecute,negative
18449,persecution,negative
18450,perseverance,positive
18451,persevere,positive
18452,personages,positive
18453,personalized,positive
18454,pertinacious,negative
18455,pertinaciously,negative
18456,pertinacity,negative
18457,perturb,negative
18458,perturbed,negative
18459,pervasive,negative
18460,perverse,negative
18461,perversely,negative
18462,perversion,negative
18463,perversity,negative
18464,pervert,negative
18465,perverted,negative
18466,perverts,negative
18467,pessimism,negative
18468,pessimistic,negative
18469,pessimistically,negative
18470,pest,negative
18471,pestilent,negative
18472,petrified,negative
18473,petrify,negative
18474,pettifog,negative
18475,petty,negative
18476,phenomenal,positive
18477,phenomenally,positive
18478,phobia,negative
18479,phobic,negative
18480,phony,negative
18481,picket,negative
18482,picketed,negative
18483,picketing,negative
18484,pickets,negative
18485,picky,negative
18486,picturesque,positive
18487,piety,positive
18488,pig,negative
18489,pigs,negative
18490,pillage,negative
18491,pillory,negative
18492,pimple,negative
18493,pinch,negative
18494,pinnacle,positive
18495,pique,negative
18496,pitiable,negative
18497,pitiful,negative
18498,pitifully,negative
18499,pitiless,negative
18500,pitilessly,negative
18501,pittance,negative
18502,pity,negative
18503,plagiarize,negative
18504,plague,negative
18505,plasticky,negative
18506,playful,positive
18507,playfully,positive
18508,plaything,negative
18509,plea,negative
18510,pleas,negative
18511,pleasant,positive
18512,pleasantly,positive
18513,pleased,positive
18514,pleases,positive
18515,pleasing,positive
18516,pleasingly,positive
18517,pleasurable,positive
18518,pleasurably,positive
18519,pleasure,positive
18520,plebeian,negative
18521,plentiful,positive
18522,plight,negative
18523,plot,negative
18524,plotters,negative
18525,ploy,negative
18526,plunder,negative
18527,plunderer,negative
18528,pluses,positive
18529,plush,positive
18530,plusses,positive
18531,poetic,positive
18532,poeticize,positive
18533,poignant,positive
18534,pointless,negative
18535,pointlessly,negative
18536,poise,positive
18537,poised,positive
18538,poison,negative
18539,poisonous,negative
18540,poisonously,negative
18541,pokey,negative
18542,poky,negative
18543,polarisation,negative
18544,polemize,negative
18545,polished,positive
18546,polite,positive
18547,politeness,positive
18548,pollute,negative
18549,polluter,negative
18550,polluters,negative
18551,polution,negative
18552,pompous,negative
18553,poor,negative
18554,poorer,negative
18555,poorest,negative
18556,poorly,negative
18557,popular,positive
18558,portable,positive
18559,posh,positive
18560,positive,positive
18561,positively,positive
18562,positives,positive
18563,posturing,negative
18564,pout,negative
18565,poverty,negative
18566,powerful,positive
18567,powerfully,positive
18568,powerless,negative
18569,praise,positive
18570,praiseworthy,positive
18571,praising,positive
18572,prate,negative
18573,pratfall,negative
18574,prattle,negative
18575,pre-eminent,positive
18576,precarious,negative
18577,precariously,negative
18578,precious,positive
18579,precipitate,negative
18580,precipitous,negative
18581,precise,positive
18582,precisely,positive
18583,predatory,negative
18584,predicament,negative
18585,preeminent,positive
18586,prefer,positive
18587,preferable,positive
18588,preferably,positive
18589,prefered,positive
18590,preferes,positive
18591,preferring,positive
18592,prefers,positive
18593,prejudge,negative
18594,prejudice,negative
18595,prejudices,negative
18596,prejudicial,negative
18597,premeditated,negative
18598,premier,positive
18599,preoccupy,negative
18600,preposterous,negative
18601,preposterously,negative
18602,prestige,positive
18603,prestigious,positive
18604,presumptuous,negative
18605,presumptuously,negative
18606,pretence,negative
18607,pretend,negative
18608,pretense,negative
18609,pretentious,negative
18610,pretentiously,negative
18611,prettily,positive
18612,pretty,positive
18613,prevaricate,negative
18614,priceless,positive
18615,pricey,negative
18616,pricier,negative
18617,prick,negative
18618,prickle,negative
18619,prickles,negative
18620,pride,positive
18621,prideful,negative
18622,prik,negative
18623,primitive,negative
18624,principled,positive
18625,prison,negative
18626,prisoner,negative
18627,privilege,positive
18628,privileged,positive
18629,prize,positive
18630,proactive,positive
18631,problem,negative
18632,problem-free,positive
18633,problem-solver,positive
18634,problematic,negative
18635,problems,negative
18636,procrastinate,negative
18637,procrastinates,negative
18638,procrastination,negative
18639,prodigious,positive
18640,prodigiously,positive
18641,prodigy,positive
18642,productive,positive
18643,productively,positive
18644,profane,negative
18645,profanity,negative
18646,proficient,positive
18647,proficiently,positive
18648,profound,positive
18649,profoundly,positive
18650,profuse,positive
18651,profusion,positive
18652,progress,positive
18653,progressive,positive
18654,prohibit,negative
18655,prohibitive,negative
18656,prohibitively,negative
18657,prolific,positive
18658,prominence,positive
18659,prominent,positive
18660,promise,positive
18661,promised,positive
18662,promises,positive
18663,promising,positive
18664,promoter,positive
18665,prompt,positive
18666,promptly,positive
18667,propaganda,negative
18668,propagandize,negative
18669,proper,positive
18670,properly,positive
18671,propitious,positive
18672,propitiously,positive
18673,proprietary,negative
18674,pros,positive
18675,prosecute,negative
18676,prosper,positive
18677,prosperity,positive
18678,prosperous,positive
18679,prospros,positive
18680,protect,positive
18681,protection,positive
18682,protective,positive
18683,protest,negative
18684,protested,negative
18685,protesting,negative
18686,protests,negative
18687,protracted,negative
18688,proud,positive
18689,proven,positive
18690,proves,positive
18691,providence,positive
18692,proving,positive
18693,provocation,negative
18694,provocative,negative
18695,provoke,negative
18696,prowess,positive
18697,prudence,positive
18698,prudent,positive
18699,prudently,positive
18700,pry,negative
18701,pugnacious,negative
18702,pugnaciously,negative
18703,pugnacity,negative
18704,punch,negative
18705,punctual,positive
18706,punish,negative
18707,punishable,negative
18708,punitive,negative
18709,punk,negative
18710,puny,negative
18711,puppet,negative
18712,puppets,negative
18713,pure,positive
18714,purify,positive
18715,purposeful,positive
18716,puzzled,negative
18717,puzzlement,negative
18718,puzzling,negative
18719,quack,negative
18720,quaint,positive
18721,qualified,positive
18722,qualify,positive
18723,qualm,negative
18724,qualms,negative
18725,quandary,negative
18726,quarrel,negative
18727,quarrellous,negative
18728,quarrellously,negative
18729,quarrels,negative
18730,quarrelsome,negative
18731,quash,negative
18732,queer,negative
18733,questionable,negative
18734,quibble,negative
18735,quibbles,negative
18736,quicker,positive
18737,quiet,positive
18738,quieter,positive
18739,quitter,negative
18740,rabid,negative
18741,racism,negative
18742,racist,negative
18743,racists,negative
18744,racy,negative
18745,radiance,positive
18746,radiant,positive
18747,radical,negative
18748,radicalization,negative
18749,radically,negative
18750,radicals,negative
18751,rage,negative
18752,ragged,negative
18753,raging,negative
18754,rail,negative
18755,raked,negative
18756,rampage,negative
18757,rampant,negative
18758,ramshackle,negative
18759,rancor,negative
18760,randomly,negative
18761,rankle,negative
18762,rant,negative
18763,ranted,negative
18764,ranting,negative
18765,rantingly,negative
18766,rants,negative
18767,rape,negative
18768,raped,negative
18769,rapid,positive
18770,raping,negative
18771,rapport,positive
18772,rapt,positive
18773,rapture,positive
18774,raptureous,positive
18775,raptureously,positive
18776,rapturous,positive
18777,rapturously,positive
18778,rascal,negative
18779,rascals,negative
18780,rash,negative
18781,rational,positive
18782,rattle,negative
18783,rattled,negative
18784,rattles,negative
18785,ravage,negative
18786,raving,negative
18787,razor-sharp,positive
18788,reachable,positive
18789,reactionary,negative
18790,readable,positive
18791,readily,positive
18792,ready,positive
18793,reaffirm,positive
18794,reaffirmation,positive
18795,realistic,positive
18796,realizable,positive
18797,reasonable,positive
18798,reasonably,positive
18799,reasoned,positive
18800,reassurance,positive
18801,reassure,positive
18802,rebellious,negative
18803,rebuff,negative
18804,rebuke,negative
18805,recalcitrant,negative
18806,recant,negative
18807,receptive,positive
18808,recession,negative
18809,recessionary,negative
18810,reckless,negative
18811,recklessly,negative
18812,recklessness,negative
18813,reclaim,positive
18814,recoil,negative
18815,recomend,positive
18816,recommend,positive
18817,recommendation,positive
18818,recommendations,positive
18819,recommended,positive
18820,reconcile,positive
18821,reconciliation,positive
18822,record-setting,positive
18823,recourses,negative
18824,recover,positive
18825,recovery,positive
18826,rectification,positive
18827,rectify,positive
18828,rectifying,positive
18829,redeem,positive
18830,redeeming,positive
18831,redemption,positive
18832,redundancy,negative
18833,redundant,negative
18834,refine,positive
18835,refined,positive
18836,refinement,positive
18837,reform,positive
18838,reformed,positive
18839,reforming,positive
18840,reforms,positive
18841,refresh,positive
18842,refreshed,positive
18843,refreshing,positive
18844,refund,positive
18845,refunded,positive
18846,refusal,negative
18847,refuse,negative
18848,refused,negative
18849,refuses,negative
18850,refusing,negative
18851,refutation,negative
18852,refute,negative
18853,refuted,negative
18854,refutes,negative
18855,refuting,negative
18856,regal,positive
18857,regally,positive
18858,regard,positive
18859,regress,negative
18860,regression,negative
18861,regressive,negative
18862,regret,negative
18863,regreted,negative
18864,regretful,negative
18865,regretfully,negative
18866,regrets,negative
18867,regrettable,negative
18868,regrettably,negative
18869,regretted,negative
18870,reject,negative
18871,rejected,negative
18872,rejecting,negative
18873,rejection,negative
18874,rejects,negative
18875,rejoice,positive
18876,rejoicing,positive
18877,rejoicingly,positive
18878,rejuvenate,positive
18879,rejuvenated,positive
18880,rejuvenating,positive
18881,relapse,negative
18882,relaxed,positive
18883,relent,positive
18884,relentless,negative
18885,relentlessly,negative
18886,relentlessness,negative
18887,reliable,positive
18888,reliably,positive
18889,relief,positive
18890,relish,positive
18891,reluctance,negative
18892,reluctant,negative
18893,reluctantly,negative
18894,remarkable,positive
18895,remarkably,positive
18896,remedy,positive
18897,remission,positive
18898,remorse,negative
18899,remorseful,negative
18900,remorsefully,negative
18901,remorseless,negative
18902,remorselessly,negative
18903,remorselessness,negative
18904,remunerate,positive
18905,renaissance,positive
18906,renewed,positive
18907,renounce,negative
18908,renown,positive
18909,renowned,positive
18910,renunciation,negative
18911,repel,negative
18912,repetitive,negative
18913,replaceable,positive
18914,reprehensible,negative
18915,reprehensibly,negative
18916,reprehension,negative
18917,reprehensive,negative
18918,repress,negative
18919,repression,negative
18920,repressive,negative
18921,reprimand,negative
18922,reproach,negative
18923,reproachful,negative
18924,reprove,negative
18925,reprovingly,negative
18926,repudiate,negative
18927,repudiation,negative
18928,repugn,negative
18929,repugnance,negative
18930,repugnant,negative
18931,repugnantly,negative
18932,repulse,negative
18933,repulsed,negative
18934,repulsing,negative
18935,repulsive,negative
18936,repulsively,negative
18937,repulsiveness,negative
18938,reputable,positive
18939,reputation,positive
18940,resent,negative
18941,resentful,negative
18942,resentment,negative
18943,resignation,negative
18944,resigned,negative
18945,resilient,positive
18946,resistance,negative
18947,resolute,positive
18948,resound,positive
18949,resounding,positive
18950,resourceful,positive
18951,resourcefulness,positive
18952,respect,positive
18953,respectable,positive
18954,respectful,positive
18955,respectfully,positive
18956,respite,positive
18957,resplendent,positive
18958,responsibly,positive
18959,responsive,positive
18960,restful,positive
18961,restless,negative
18962,restlessness,negative
18963,restored,positive
18964,restrict,negative
18965,restricted,negative
18966,restriction,negative
18967,restrictive,negative
18968,restructure,positive
18969,restructured,positive
18970,restructuring,positive
18971,resurgent,negative
18972,retaliate,negative
18973,retaliatory,negative
18974,retard,negative
18975,retarded,negative
18976,retardedness,negative
18977,retards,negative
18978,reticent,negative
18979,retract,negative
18980,retractable,positive
18981,retreat,negative
18982,retreated,negative
18983,revel,positive
18984,revelation,positive
18985,revenge,negative
18986,revengeful,negative
18987,revengefully,negative
18988,revere,positive
18989,reverence,positive
18990,reverent,positive
18991,reverently,positive
18992,revert,negative
18993,revile,negative
18994,reviled,negative
18995,revitalize,positive
18996,revival,positive
18997,revive,positive
18998,revives,positive
18999,revoke,negative
19000,revolt,negative
19001,revolting,negative
19002,revoltingly,negative
19003,revolutionary,positive
19004,revolutionize,positive
19005,revolutionized,positive
19006,revolutionizes,positive
19007,revulsion,negative
19008,revulsive,negative
19009,reward,positive
19010,rewarding,positive
19011,rewardingly,positive
19012,rhapsodize,negative
19013,rhetoric,negative
19014,rhetorical,negative
19015,ricer,negative
19016,rich,positive
19017,richer,positive
19018,richly,positive
19019,richness,positive
19020,ridicule,negative
19021,ridicules,negative
19022,ridiculous,negative
19023,ridiculously,negative
19024,rife,negative
19025,rift,negative
19026,rifts,negative
19027,right,positive
19028,righten,positive
19029,righteous,positive
19030,righteously,positive
19031,righteousness,positive
19032,rightful,positive
19033,rightfully,positive
19034,rightly,positive
19035,rightness,positive
19036,rigid,negative
19037,rigidity,negative
19038,rigidness,negative
19039,rile,negative
19040,riled,negative
19041,rip,negative
19042,rip-off,negative
19043,ripoff,negative
19044,ripped,negative
19045,risk,negative
19046,risk-free,positive
19047,risks,negative
19048,risky,negative
19049,rival,negative
19050,rivalry,negative
19051,roadblocks,negative
19052,robust,positive
19053,rock-star,positive
19054,rock-stars,positive
19055,rockstar,positive
19056,rockstars,positive
19057,rocky,negative
19058,rogue,negative
19059,rollercoaster,negative
19060,romantic,positive
19061,romantically,positive
19062,romanticize,positive
19063,roomier,positive
19064,roomy,positive
19065,rosy,positive
19066,rot,negative
19067,rotten,negative
19068,rough,negative
19069,rremediable,negative
19070,rubbish,negative
19071,rude,negative
19072,rue,negative
19073,ruffian,negative
19074,ruffle,negative
19075,ruin,negative
19076,ruined,negative
19077,ruining,negative
19078,ruinous,negative
19079,ruins,negative
19080,rumbling,negative
19081,rumor,negative
19082,rumors,negative
19083,rumours,negative
19084,rumple,negative
19085,run-down,negative
19086,runaway,negative
19087,rupture,negative
19088,rust,negative
19089,rusts,negative
19090,rusty,negative
19091,rut,negative
19092,ruthless,negative
19093,ruthlessly,negative
19094,ruthlessness,negative
19095,ruts,negative
19096,sabotage,negative
19097,sack,negative
19098,sacrificed,negative
19099,sad,negative
19100,sadden,negative
19101,sadly,negative
19102,sadness,negative
19103,safe,positive
19104,safely,positive
19105,sag,negative
19106,sagacity,positive
19107,sagely,positive
19108,sagged,negative
19109,sagging,negative
19110,saggy,negative
19111,sags,negative
19112,saint,positive
19113,saintliness,positive
19114,saintly,positive
19115,salacious,negative
19116,salutary,positive
19117,salute,positive
19118,sanctimonious,negative
19119,sane,positive
19120,sap,negative
19121,sarcasm,negative
19122,sarcastic,negative
19123,sarcastically,negative
19124,sardonic,negative
19125,sardonically,negative
19126,sass,negative
19127,satirical,negative
19128,satirize,negative
19129,satisfactorily,positive
19130,satisfactory,positive
19131,satisfied,positive
19132,satisfies,positive
19133,satisfy,positive
19134,satisfying,positive
19135,satisified,positive
19136,savage,negative
19137,savaged,negative
19138,savagery,negative
19139,savages,negative
19140,saver,positive
19141,savings,positive
19142,savior,positive
19143,savvy,positive
19144,scaly,negative
19145,scam,negative
19146,scams,negative
19147,scandal,negative
19148,scandalize,negative
19149,scandalized,negative
19150,scandalous,negative
19151,scandalously,negative
19152,scandals,negative
19153,scandel,negative
19154,scandels,negative
19155,scant,negative
19156,scapegoat,negative
19157,scar,negative
19158,scarce,negative
19159,scarcely,negative
19160,scarcity,negative
19161,scare,negative
19162,scared,negative
19163,scarier,negative
19164,scariest,negative
19165,scarily,negative
19166,scarred,negative
19167,scars,negative
19168,scary,negative
19169,scathing,negative
19170,scathingly,negative
19171,scenic,positive
19172,sceptical,negative
19173,scoff,negative
19174,scoffingly,negative
19175,scold,negative
19176,scolded,negative
19177,scolding,negative
19178,scoldingly,negative
19179,scorching,negative
19180,scorchingly,negative
19181,scorn,negative
19182,scornful,negative
19183,scornfully,negative
19184,scoundrel,negative
19185,scourge,negative
19186,scowl,negative
19187,scramble,negative
19188,scrambled,negative
19189,scrambles,negative
19190,scrambling,negative
19191,scrap,negative
19192,scratch,negative
19193,scratched,negative
19194,scratches,negative
19195,scratchy,negative
19196,scream,negative
19197,screech,negative
19198,screw-up,negative
19199,screwed,negative
19200,screwed-up,negative
19201,screwy,negative
19202,scuff,negative
19203,scuffs,negative
19204,scum,negative
19205,scummy,negative
19206,seamless,positive
19207,seasoned,positive
19208,second-class,negative
19209,second-tier,negative
19210,secretive,negative
19211,secure,positive
19212,securely,positive
19213,sedentary,negative
19214,seedy,negative
19215,seethe,negative
19216,seething,negative
19217,selective,positive
19218,self-coup,negative
19219,self-criticism,negative
19220,self-defeating,negative
19221,self-destructive,negative
19222,self-determination,positive
19223,self-humiliation,negative
19224,self-interest,negative
19225,self-interested,negative
19226,self-respect,positive
19227,self-satisfaction,positive
19228,self-serving,negative
19229,self-sufficiency,positive
19230,self-sufficient,positive
19231,selfinterested,negative
19232,selfish,negative
19233,selfishly,negative
19234,selfishness,negative
19235,semi-retarded,negative
19236,senile,negative
19237,sensation,positive
19238,sensational,positive
19239,sensationalize,negative
19240,sensationally,positive
19241,sensations,positive
19242,senseless,negative
19243,senselessly,negative
19244,sensible,positive
19245,sensibly,positive
19246,sensitive,positive
19247,serene,positive
19248,serenity,positive
19249,seriousness,negative
19250,sermonize,negative
19251,servitude,negative
19252,set-up,negative
19253,setback,negative
19254,setbacks,negative
19255,sever,negative
19256,severe,negative
19257,severity,negative
19258,sexy,positive
19259,sh*t,negative
19260,shabby,negative
19261,shadowy,negative
19262,shady,negative
19263,shake,negative
19264,shaky,negative
19265,shallow,negative
19266,sham,negative
19267,shambles,negative
19268,shame,negative
19269,shameful,negative
19270,shamefully,negative
19271,shamefulness,negative
19272,shameless,negative
19273,shamelessly,negative
19274,shamelessness,negative
19275,shark,negative
19276,sharp,positive
19277,sharper,positive
19278,sharpest,positive
19279,sharply,negative
19280,shatter,negative
19281,shemale,negative
19282,shimmer,negative
19283,shimmering,positive
